soi_name,master_comp_security_name,family_name,security_type,normalized_security_name,normalized_soi_name,normalized_family_name
"TAC LifePort Purchaser, LLC - Unfunded Revolver",LifePort (Revolver),LifePort,First Lien,lifeport revolver,tac lifeport purchaser unfunded revolver,lifeport
"TCG 3.0 JOGGER ACQUISITIONCO, INC.",BiggerPockets (TL),BiggerPockets,First Lien,biggerpockets term loan,tcg 3 0 jogger acquisitionco,biggerpockets
"TCG 3.0 JOGGER ACQUISITIONCO, INC. ",BiggerPockets (TL),BiggerPockets,First Lien,biggerpockets term loan,tcg 3 0 jogger acquisitionco,biggerpockets
"TCG 3.0 JOGGER ACQUISITIONCO, INC. ",BiggerPockets (Revolver),BiggerPockets,First Lien,biggerpockets revolver,tcg 3 0 jogger acquisitionco,biggerpockets
"TCG 3.0 Jogger Co-Invest, LP ",BiggerPockets (Common Equity),BiggerPockets,Common Equity,biggerpockets common equity,tcg 3 0 jogger invest,biggerpockets
"TPC Broadband Investors, LP",Advanced Cable,,Common Equity,advanced cable,tpc broadband investors,
"TPC Broadband Investors, LP (Unfunded)",Advanced Cable,,Common Equity,advanced cable,tpc broadband investors unfunded,
"TPC Canada Parent, Inc. and TPC US Parent, LLC",Targeted Pet Care (Term Loan),Targeted Pet Care,First Lien,targeted pet care term loan,tpc canada parent and tpc us parent,targeted pet care
"TPC Holding Company, LP (Common)",Targeted Pet Care (Common Equity),Targeted Pet Care,Common Equity,targeted pet care common equity,tpc holding common,targeted pet care
"TPC Holding Company, LP (Preferred)",Targeted Pet Care (Preferred Equity),Targeted Pet Care,Preferred Equity,targeted pet care preferred equity,tpc holding preferred,targeted pet care
"TPC Holding Company, LP – Common",Targeted Pet Care (Common Equity),Targeted Pet Care,Common Equity,targeted pet care common equity,tpc holding common,targeted pet care
"TPC Holding Company, LP – Preferred",Targeted Pet Care (Preferred Equity),Targeted Pet Care,Preferred Equity,targeted pet care preferred equity,tpc holding preferred,targeted pet care
"TPCN Holdings, LLC ",TPCN (Common Equity),Total Pool Care Network,Common Equity,tpcn common equity,tpcn holdings,total pool care network
"TPCN Midco, LLC",TPCN (DDTL),Total Pool Care Network,First Lien,tpcn delayed draw term loan,tpcn midco,total pool care network
"TPCN Midco, LLC",TPCN (Term Loan),Total Pool Care Network,First Lien,tpcn term loan,tpcn midco,total pool care network
"TPCN Midco, LLC",TPCN (Revolver),Total Pool Care Network,First Lien,tpcn revolver,tpcn midco,total pool care network
"TRANSGO, LLC",TransGo (TL),TransGo,First Lien,transgo term loan,transgo,transgo
"TRANSGO, LLC",TransGo (Revolver),TransGo,First Lien,transgo revolver,transgo,transgo
"TVC Enterprises, LLC",TVC (TL),TVC,First Lien,tvc term loan,tvc enterprises,tvc
"TVC Enterprises, LLC - Funded Revolver",TVC (Revolver),TVC,First Lien,tvc revolver,tvc enterprises funded revolver,tvc
"TVC Enterprises, LLC - Unfunded Revolver",TVC (Revolver),TVC,First Lien,tvc revolver,tvc enterprises unfunded revolver,tvc
"TVC Enterprises, LLC - Unfunded Term Loan",TVC (DDTL),TVC,First Lien,tvc delayed draw term loan,tvc enterprises unfunded term loan,tvc
"TWD Parent Holdings, LLC (The Vertex Companies, LLC) (Common)",Vertex (Common Equity),Vertex,Common Equity,vertex common equity,twd parent holdings the vertex companies common,vertex
"TWD Parent Holdings, LLC (The Vertex Companies, LLC) (Preferred)",Vertex (Preferred Equity),Vertex,Preferred Equity,vertex preferred equity,twd parent holdings the vertex companies preferred,vertex
"TWD Parent Holdings, LLC - Common Equity",Vertex (Common Equity),Vertex,Common Equity,vertex common equity,twd parent holdings common equity,vertex
"TWD Parent Holdings, LLC - Preferred Equity",Vertex (Preferred Equity),Vertex,Preferred Equity,vertex preferred equity,twd parent holdings preferred equity,vertex
TWS Acquisition Corporation,StrataTech (Term Loan),StrataTech,First Lien,stratatech term loan,tws acquisition corporation,stratatech
TWS Acquisition Corporation - Funded Revolver,StrataTech (Revolver),StrataTech,First Lien,stratatech revolver,tws acquisition corporation funded revolver,stratatech
TWS Acquisition Corporation - Unfunded Revolver,StrataTech (Revolver),StrataTech,First Lien,stratatech revolver,tws acquisition corporation unfunded revolver,stratatech
"Team Services Group, LLC",TEAM Services Group (First Lien Term Loan),TEAM Services Group,First Lien,team services group first lien term loan,team services group,team services group
"Team Services Group, LLC",TEAM Services Group (Second Lien Term Loan),TEAM Services Group,Second Lien,team services group second lien term loan,team services group,team services group
"Team Services Group, LLC - 2nd Lien",TEAM Services Group (Second Lien Term Loan),TEAM Services Group,Second Lien,team services group second lien term loan,team services group second lien,team services group
"TeleGuam Holdings, LLC",Teleguam,Teleguam,First Lien,teleguam,teleguam holdings,teleguam
"TeleGuam Holdings, LLC ",Teleguam,Teleguam,First Lien,teleguam,teleguam holdings,teleguam
Teneo Holdings LLC,Teneo (TL),Teneo,First Lien,teneo term loan,teneo holdings,teneo
Tensar Corporation,Tensar,,First Lien,tensar,tensar corporation,
Test,test,Test,Test,test,test,test
Test,Test,Test,Test,test,test,test
Test1,Test1,Test1,Test1,test1,test1,test1
"The Aegis Technologies Group, LLC",BlueHalo (Term Loan),BlueHalo,First Lien,bluehalo term loan,the aegis technologies group,bluehalo
The Bluebird Group LLC,Bluebird (Term Loan),Bluebird,First Lien,bluebird term loan,the bluebird group,bluebird
The Bluebird Group LLC - Unfunded Revolver,Bluebird (Revolver),Bluebird,First Lien,bluebird revolver,the bluebird group unfunded revolver,bluebird
"The Edelman Financial Center, LLC",Edelman (Term Loan),Edelman,First Lien,edelman term loan,the edelman financial center,edelman
"The Infosoft Group, LLC",Infosoft (TL),Infosoft,First Lien,infosoft term loan,the infosoft group,infosoft
The Original Cakerie Ltd.,The Original Cakerie Ltd. (CAD TL),The Original Cakerie,First Lien,the original cakerie cad term loan,the original cakerie,the original cakerie
The Original Cakerie Ltd. - Funded Revolver,The Original Cakerie Ltd. (CAD Revolver),The Original Cakerie,First Lien,the original cakerie cad revolver,the original cakerie funded revolver,the original cakerie
The Original Cakerie Ltd. - Unfunded Revolver,The Original Cakerie Ltd. (CAD Revolver),The Original Cakerie,First Lien,the original cakerie cad revolver,the original cakerie unfunded revolver,the original cakerie
The Original Cakerie Ltd. - Unfunded Revolver - LC,The Original Cakerie Ltd. (CAD Revolver),The Original Cakerie,First Lien,the original cakerie cad revolver,the original cakerie unfunded revolver lc,the original cakerie
"The Original Cakerie, Co.","The Original Cakerie, Co. (US TL)",The Original Cakerie,First Lien,the original cakerie us term loan,the original cakerie,the original cakerie
"The Vertex Companies, LLC",Vertex (Term Loan),Vertex,First Lien,vertex term loan,the vertex companies,vertex
"The Vertex Companies, LLC - Unfunded Revolver",Vertex (Revolver),Vertex,First Lien,vertex revolver,the vertex companies unfunded revolver,vertex
"The Vertex Companies, LLC - Unfunded Term Loan",Vertex (DDTL),Vertex,First Lien,vertex delayed draw term loan,the vertex companies unfunded term loan,vertex
"Tower Arch Infolinks Media, LP",Infolinks (Common Equity),Infolinks,Common Equity,infolinks common equity,tower arch infolinks media,infolinks
"Tower Arch Infolinks Media, LP - Unfunded",Infolinks (Common Equity),Infolinks,Common Equity,infolinks common equity,tower arch infolinks media unfunded,infolinks
"TransnetYX, Inc.",Transnetyx (Term Loan),Transnetyx,First Lien,transnetyx term loan,transnetyx,transnetyx
"Tyto Athene, LLC",Tyto Athene (Term Loan),Tyto Athene,First Lien,tyto athene term loan,tyto athene,tyto athene
"Tyto Athene, LLC (New Issue)",Tyto Athene (Term Loan),Tyto Athene,First Lien,tyto athene term loan,tyto athene new issue,tyto athene
"Tyto Athene, LLC (New Issue) - Unfunded Revolver",Tyto Athene (Revolver),Tyto Athene,First Lien,tyto athene revolver,tyto athene new issue unfunded revolver,tyto athene
"Tyto Athene, LLC - Funded Revolver",Tyto Athene (Revolver),Tyto Athene,First Lien,tyto athene revolver,tyto athene funded revolver,tyto athene
"Tyto Athene, LLC - Unfunded Revolver",Tyto Athene (Revolver),Tyto Athene,First Lien,tyto athene revolver,tyto athene unfunded revolver,tyto athene
"U.S. Well Services, Inc. - Class A",U.S. Well (Class A),U.S. Well,Common Equity,u s well class a,u s well services class a,u s well
"UBEO, LLC",UBEO (TL),UBEO,First Lien,ubeo term loan,ubeo,ubeo
"UBEO, LLC - Funded Revolver",UBEO (Revolver),UBEO,First Lien,ubeo revolver,ubeo funded revolver,ubeo
"UBEO, LLC - Unfunded Revolver",UBEO (Revolver),UBEO,First Lien,ubeo revolver,ubeo unfunded revolver,ubeo
"UBEO, LLC - Unfunded Term Loan",UBEO (DDTL),UBEO,First Lien,ubeo delayed draw term loan,ubeo unfunded term loan,ubeo
UNITED LAND SERVICES INTERMEDIATE PARENT HOLDINGS LLC,United Land Services (HoldCo Notes DDTL),United Land Services,Subordinated Debt,united land services holdco notes delayed draw term loan,united land services intermediate parent holdings,united land services
UNITED LAND SERVICES INTERMEDIATE PARENT HOLDINGS LLC,United Land Services (HoldCo Notes),United Land Services,Subordinated Debt,united land services holdco notes,united land services intermediate parent holdings,united land services
"UROLOGY MANAGEMENT HOLDINGS, INC.",Solaris Health (DDTL 2024),Solaris Health,First Lien,solaris health delayed draw term loan 2024,urology management holdings,solaris health
"UROLOGY MANAGEMENT HOLDINGS, INC.",Solaris Health (DDTL),Solaris Health,First Lien,solaris health delayed draw term loan,urology management holdings,solaris health
"UROLOGY MANAGEMENT HOLDINGS, INC.",Solaris Health (Term Loan),Solaris Health,First Lien,solaris health term loan,urology management holdings,solaris health
"UROLOGY PARTNERS CO., L.P.",Solaris Health (Common Equity),Solaris Health,Common Equity,solaris health common equity,urology partners l p,solaris health
"US Dominion, Inc.",Dominion Voting (Term Loan),Dominion Voting Systems,First Lien,dominion voting term loan,us dominion,dominion voting systems
"US Dominion, Inc. - Funded Revolver",Dominion Voting (Revolver),Dominion Voting Systems,First Lien,dominion voting revolver,us dominion funded revolver,dominion voting systems
"US Dominion, Inc. - Unfunded Revolver",Dominion Voting (Revolver),Dominion Voting Systems,First Lien,dominion voting revolver,us dominion unfunded revolver,dominion voting systems
"US Fertility Enterprises, LLC",US Fertility (DDTL),US Fertility,First Lien,us fertility delayed draw term loan,us fertility enterprises,us fertility
"US Fertility Enterprises, LLC",US Fertility (Term Loan),US Fertility,First Lien,us fertility term loan,us fertility enterprises,us fertility
"US Med Acquisition, Inc.",US Med,,First Lien,us med,us med acquisition,
"USWS Holdings, LLC",U.S. Well (Class B),U.S. Well,Common Equity,u s well class b,usws holdings,u s well
"UniTek Acquisition, Inc.",UniTek (TL),,First Lien,unitek term loan,unitek acquisition,
"UniTek Global Services, Inc. - Senior Preferred Equity",UniTek (DDTL),UniTek,Preferred Equity,unitek delayed draw term loan,unitek global services senior preferred equity,unitek
"UniTek Global Services, Inc. - Super Senior Preferred Equity",UniTek (Super Pref),UniTek,Preferred Equity,unitek super pref,unitek global services super senior preferred equity,unitek
"UniTek Global Services, Inc.(C)",UniTek (Common Eq),UniTek,Common Equity,unitek common equity,unitek global services c,unitek
"UniTek Global Services, Inc.(P)",UniTek (Preferred Eq),UniTek,Preferred Equity,unitek preferred equity,unitek global services p,unitek
"UniTek Global Services, Inc.(W)",UniTek (Common Eq),UniTek,Common Equity,unitek common equity,unitek global services w,unitek
UniVista Insurance,UniVista (Equity),UniVista,Common Equity,univista equity,univista insurance,univista
"Unique Indoor Comfort, LLC",Unique Indoor Comfort (TL),Unique Indoor Comfort,First Lien,unique indoor comfort term loan,unique indoor comfort,unique indoor comfort
"Unique Indoor Comfort, LLC - Unfunded Revolver",Unique Indoor Comfort (Revolver),Unique Indoor Comfort,First Lien,unique indoor comfort revolver,unique indoor comfort unfunded revolver,unique indoor comfort
"Unique Indoor Comfort, LLC - Unfunded Term Loan",Unique Indoor Comfort (DDTL),Unique Indoor Comfort,First Lien,unique indoor comfort delayed draw term loan,unique indoor comfort unfunded term loan,unique indoor comfort
United Land Services Holdings LLC ,United Land Services (Common Equity),United Land Services,Common Equity,united land services common equity,united land services holdings,united land services
"Urology Management Associates, LLC",New Jersey Urology (TL),,First Lien,new jersey urology term loan,urology management associates,
"VRS Buyer, Inc",Velocity Rail Solutions (DDTL),Velocity Rail Solutions,First Lien,velocity rail solutions delayed draw term loan,vrs buyer,velocity rail solutions
"VRS Buyer, Inc",Velocity Rail Solutions (Revolver),Velocity Rail Solutions,First Lien,velocity rail solutions revolver,vrs buyer,velocity rail solutions
"VRS Buyer, Inc",Velocity Rail Solutions (Term Loan),Velocity Rail Solutions,First Lien,velocity rail solutions term loan,vrs buyer,velocity rail solutions
"VT Topco, Inc.",Veritext (2L),Veritext,Second Lien,veritext second lien,vt topco,veritext
"VT Topco, Inc.",Veritext (Incremental Second Lien),Veritext,Second Lien,veritext incremental second lien,vt topco,veritext
Vertex,Vertex (Term Loan),Vertex,First Lien,vertex term loan,vertex,vertex
Vertex - Unfunded Revolver,Vertex (Revolver),Vertex,First Lien,vertex revolver,vertex unfunded revolver,vertex
Vertex - Unfunded Term Loan,Vertex (DDTL),Vertex,First Lien,vertex delayed draw term loan,vertex unfunded term loan,vertex
"Virgin Pulse, Inc",Virgin Pulse (1L),,First Lien,virgin pulse first lien,virgin pulse,
"Virgin Pulse, Inc.",Virgin Pulse (1L),,First Lien,virgin pulse first lien,virgin pulse,
Vision Purchaser Corporation,Vision Integrated (TL),Vision Integrated,First Lien,vision integrated term loan,vision purchaser corporation,vision integrated
"WCP IVYREHAB QP CF FEEDER, L.P.",Ivy Rehab (Common Equity),Ivy Rehab,Common Equity,ivy rehab common equity,wcp ivyrehab qp cf feeder l p,ivy rehab
"WCP IVYREHAB QP CF FEEDER, L.P. - Unfunded",Ivy Rehab (Common Equity),Ivy Rehab,Common Equity,ivy rehab common equity,wcp ivyrehab qp cf feeder l p unfunded,ivy rehab
"WCP Ivyrehab QP CF Feeder, LP",Ivy Rehab (Common Equity),Ivy Rehab,Common Equity,ivy rehab common equity,wcp ivyrehab qp cf feeder,ivy rehab
"WCP Ivyrehab QP CF Feeder, LP - Unfunded",Ivy Rehab (Common Equity),Ivy Rehab,Common Equity,ivy rehab common equity,wcp ivyrehab qp cf feeder unfunded,ivy rehab
"WCP Ivyrehab QP CF Feeder, LP. - Unfunded",Ivy Rehab (Common Equity),Ivy Rehab,Common Equity,ivy rehab common equity,wcp ivyrehab qp cf feeder unfunded,ivy rehab
Walker Edison Furniture Company LLC,Walker Edison (TL),Walker Edison,First Lien,walker edison term loan,walker edison furniture,walker edison
Watchtower,Watchtower (TL),Watchtower,First Lien,watchtower term loan,watchtower,watchtower
Watchtower,Watchtower (Revolver),Watchtower,First Lien,watchtower revolver,watchtower,watchtower
Watchtower,Watchtower (DDTL),Watchtower,First Lien,watchtower delayed draw term loan,watchtower,watchtower
Watchtower Buyer,Watchtower Buyer (DDTL),Watchtower Buyer,First Lien,watchtower buyer delayed draw term loan,watchtower buyer,watchtower buyer
Watchtower Buyer,Watchtower Buyer (Revolver),Watchtower Buyer,First Lien,watchtower buyer revolver,watchtower buyer,watchtower buyer
Watchtower Buyer,Watchtower Buyer (TL),Watchtower Buyer,First Lien,watchtower buyer term loan,watchtower buyer,watchtower buyer
Watchtower Holdings,Watchtower Holding (Common Equity),Watchtower Holdings,Common Equity,watchtower holding common equity,watchtower holdings,watchtower holdings
"West Girard Holdings, LLC",Philadelphia Girard Apartments (Term Loan),Philadelphia Girard Apartments ,First Lien,philadelphia girard apartments term loan,west girard holdings,philadelphia girard apartments
"Whitehawk Industrial Distribution, Inc.",WhiteHawk Industrial (TL),WhiteHawk Industrial,First Lien,whitehawk industrial term loan,whitehawk industrial distribution,whitehawk industrial
"Wildcat Buyerco, Inc.",Nsi Industries (Term Loan),Nsi Industries,First Lien,nsi industries term loan,wildcat buyerco,nsi industries
"Wildcat Buyerco, Inc. - Funded Revolver",Nsi Industries (Revolver),Nsi Industries,First Lien,nsi industries revolver,wildcat buyerco funded revolver,nsi industries
"Wildcat Buyerco, Inc. - Unfunded Revolver",Nsi Industries (Revolver),Nsi Industries,First Lien,nsi industries revolver,wildcat buyerco unfunded revolver,nsi industries
"Wildcat Buyerco, Inc. - Unfunded Term Loan",Nsi Industries (DDTL),Nsi Industries,First Lien,nsi industries delayed draw term loan,wildcat buyerco unfunded term loan,nsi industries
"Wildcat Buyerco, Inc. - Unfunded Term Loan B",Nsi Industries (DDTL),Nsi Industries,First Lien,nsi industries delayed draw term loan,wildcat buyerco unfunded term loan b,nsi industries
"Wildcat Buyerco, Inc. - Unfunded Term Loan C",Nsi Industries (DDTL),Nsi Industries,First Lien,nsi industries delayed draw term loan,wildcat buyerco unfunded term loan c,nsi industries
"Wildcat Parent, LP",Nsi Industries (Equity),Nsi Industries,Common Equity,nsi industries equity,wildcat parent,nsi industries
"Wildcat Parent, LP (Wildcat Buyerco, Inc.)",Nsi Industries (Equity),Nsi Industries,Common Equity,nsi industries equity,wildcat parent wildcat buyerco,nsi industries
"Wrench Group, LLC",Wrench Group (Term Loan),Wrench Group,First Lien,wrench group term loan,wrench group,wrench group
"ZS Juniper L.P. (Juniper Landscaping of Florida, LLC)",Juniper (Common Equity),,Common Equity,juniper common equity,zs juniper l p juniper landscaping of florida,
Zips - Unfunded Term Loan,Zips (DDTL),Zips,First Lien,zips delayed draw term loan,zips unfunded term loan,zips
"Zips Car Wash, LLC",Zips (Rollup DIP Term Loan),Zips,First Lien,zips rollup debtor in possession term loan,zips car wash,zips
"Zips Car Wash, LLC",Zips (New HoldCo Note),Zips,First Lien,zips new holdco note,zips car wash,zips
"Zips Car Wash, LLC",Zips (Revolver),Zips,First Lien,zips revolver,zips car wash,zips
"Zips Car Wash, LLC",Zips (New OpCo Term Loan),Zips,First Lien,zips new opco term loan,zips car wash,zips
"Zips Car Wash, LLC",Zips (New Money DIP Term Loan),Zips,First Lien,zips new money debtor in possession term loan,zips car wash,zips
"Zips Car Wash, LLC",Zips (Common Equity),Zips,Common Equity,zips common equity,zips car wash,zips
"Zips Car Wash, LLC",Zips (Term Loan),Zips,First Lien,zips term loan,zips car wash,zips
"Zips Car Wash, LLC - Unfunded Term Loan",Zips (DDTL),Zips,First Lien,zips delayed draw term loan,zips car wash unfunded term loan,zips
"eCommission Financial Services, Inc.",eCommission (Term Loan),eCommission,First Lien,ecommission term loan,ecommission financial services,ecommission
"eCommission Financial Services, Inc. - Funded Revolver",eCommission (Revolver),eCommission,First Lien,ecommission revolver,ecommission financial services funded revolver,ecommission
"eCommission Financial Services, Inc. - Unfunded Revolver",eCommission (Revolver),eCommission,First Lien,ecommission revolver,ecommission financial services unfunded revolver,ecommission
eCommission Holding Corporation,eCommission (Equity),eCommission,Common Equity,ecommission equity,ecommission holding corporation,ecommission
eCommission Holdings Corporation,eCommission (Equity),eCommission,Common Equity,ecommission equity,ecommission holdings corporation,ecommission
"iEnergizer Limited and Aptara, Inc.",iEnergizer,,First Lien,ienergizer,ienergizer and aptara,
test,test,test,test,test,test,test
